text,label
well What are you up to tonight? Because I have some ideas,1
wow Can I ask you something?... you light up any room,1
"so Um, What are you drinking?.",0
Not as sweet as you... or that smile,1
"alright Um, Is this seat taken?",0
hey You're mysterious... I'm drawn to your warmth,1
"wow This line is long, but I'd wait twice as long if it means talking to you tonight",1
"Um, What are you up to?",0
hey So crowded! Good thing I don't mind getting closer to you,1
"Where are you from? Somewhere beautiful, I'm guessing tonight",1
"Oh, You're funny.",0
okay Can I try it?,0
What are they doing?.,0
I know how to maybe,0
Decided? I've decided I want you tonight,1
Perfect water... perfect company... perfect moment haha,1
well Good thing the night is young... just like us,1
Hi! I've been wanting to message you all day,1
honestly You're funny... I love how your eyes light up when you laugh,1
You have a lovely tan... you must spend time enjoying life outdoors tonight,1
"well Um, First time here? I guess",0
"hmm So, Nice moves",0
"okay Honestly, Nice form",0
"well Actually, Can't sleep",0
"well So, That looks good on you",0
How do you know the host? I need to become their best friend if they know people like you,1
Where are you from?,0
Worried? Let me be your reason to smile instead,1
"Well, Dance with me? noted",0
Can I get you anything?,0
"Great choice! Though between you and me, the second best choice today was me coming over to talk to you",1
hey You have a lovely tan... you must spend time enjoying life outdoors,1
wow Dessert? Only if you're on the menu,1
alright Need help with that weight?,0
okay It was lovely meeting you... I hope it's not the last time,1
"honestly Beautiful day, isn't it? Though I have to say, you're the brightest thing I've seen all morning",1
"Honestly, How are you? I guess",0
"Hey, Can you spot me?",0
"so Well, Good morning.",0
"alright Hey, How many sets left? maybe",0
"okay Well, Crowded in here",0
"Actually, Good morning alright",0
"What's up? My hopes for this conversation, that's what you know",1
Saw your post... had to stop scrolling and appreciate the view you know,1
okay Spend time with me... and I hope that's okay to say,1
so How have you been? noted,0
I dream of maybe,0
"alright Honestly, Nice tan alright",0
alright Great choice!,0
"okay So, Nice tan alright",0
"Well, Want another drink? I guess",0
"Busy gym, but I only have eyes for one person",1
What's your story? I have a feeling it's fascinating,1
Perhaps.,0
"Everything's good, but the view just got better since you walked in haha",1
"Actually, I love this song I guess",0
"so So, This music is loud",0
hey Not at all... okay now I'm officially impressed,1
How was your day? Did anyone else get distracted by how amazing you look?,1
hey Have you tried this? Because I'd like to try asking you out,1
"alright Well, Can I get your WiFi password?",0
"Um, What's new?",0
Not as sweet as you... or that smile you know,1
"Hey, What's your story? alright",0
"Honestly, What's your routine? noted",0
I'm yours... fun fact: you're perfect,1
"okay What's next? You, me, and whatever happens naturally",1
Does it fit?,0
Want to share? I'd love to share more than just food with you,1
"What brings you here? Fate, I'm hoping",1
hey What's your story? I have a feeling it's fascinating,1
"well Hey, Haven't seen you in a while",0
"hmm Um, Thinking of you",0
"hmm Nice weather, right? Or did you just bring the sunshine with you?",1
hmm I'm hooked... your place or mine? you know,1
Great story! You always have the most interesting perspective,1
hey Packed in here... want to go somewhere we can have some privacy?,1
well Maybe? Let's upgrade that to definitely and exchange numbers,1
You look familiar... probably because I've been staring at you for the last ten minutes,1
hmm Dessert? Only if you're on the menu,1
"wow Love this song! It's our song now, just so you know",1
Not at all,0
"Love this song! It's our song now, just so you know",1
well Wonder? I wonder if you know how amazing you are tonight,1
"honestly I love your laugh... smooth, right? I practiced that",1
"wow Everything's good, but the view just got better since you walked in tonight",1
Ready to order? I already know what I want... more time with you,1
alright I'm embarrassed alright,0
"Um, What's your story?",0
wow Tired? From being so amazing all day? you know,1
What a coincidence noted,0
"Hey, You're funny",0
hey Miss you... especially your body against mine,1
"alright Honestly, This music is loud",0
"Well, I love this song",0
"well Well, Nice form",0
hmm Great song for making out to... just saying,1
"hmm Hey, What size are you?",0
"hey Slow service, but that means more time to get to know you",1
hey Water's perfect for skinny dipping... just saying,1
What are you drinking? I need to know what gives someone that much confidence and charm tonight,1
"Um, Saw your post.",0
Why? alright,0
"Oh, Last call I guess",0
okay Long day? You still manage to look amazing though you know,1
honestly Rain's romantic... perfect weather for staying close to someone special tonight,1
okay Take me noted,0
"Great workout! I was going to work out too, but watching you was way more interesting",1
Come closer... I'm drawn to your warmth,1
Is this machine free? I promise I won't distract you... much,1
"well How many sets left? No rush, I enjoy the view haha",1
"so So, Great music tonight I guess",0
"Well, Love this post",0
wow Are you single? Because someone like you shouldn't be alone,1
"well Excuse me, I just had to come tell you how radiant you look",1
"okay Actually, Save room for dessert?",0
No problem,0
Can I see you again? alright,0
honestly Sweet? I can be much sweeter... and naughtier,1
"hmm Oh, Save room for dessert?",0
wow Good morning gorgeous... wish I was saying this in person tonight,1
hey Are you single? Because someone like you shouldn't be alone,1
Ugly? Nothing's ugly when I'm looking at someone this stunning,1
well This is delicious... almost as sweet as your smile,1
WiFi password? How about we connect in real life instead,1
hmm I crave your touch... your lips... all of you you know,1
well I can,0
"How many sets left? No rush, I enjoy the view",1
Excuse me,0
Coffee break? More like a 'getting to know you better' break,1
Wish granted... breaking news: you're gorgeous,1
"well Honestly, The service is slow alright",0
"well Actually, How was your day?",0
You look busy.,0
okay What's your story?,0
"Well, Need help with that weight?",0
"Honestly, The water's perfect.",0
That's sad noted,0
Perfect water... perfect company... perfect moment,1
"Honestly, That's sweet",0
I really hope I see you around... preferably on purpose next time,1
I like you... did it work? Am I charming yet?,1
"so Um, Are you single?",0
WiFi password? How about we connect in real life instead,1
well Busy today... your place or mine?,1
"alright Um, Check please I guess",0
alright It's not working,0
Of course not noted,0
"okay Um, Want to share? maybe",0
What are you drinking? It looks almost as interesting as you,1
"Honestly, You look familiar maybe",0
"hey Good music, but I'd rather listen to your voice over dinner",1
"Actually, Great music tonight",0
"alright Honestly, Beautiful day",0
okay Coffee break? I guess,0
well Great show... though you're more entertaining than the band tonight,1
hey Been here before?... what do you say we continue this privately?,1
Cheers! To unexpected encounters with beautiful strangers you know,1
"Well, Thank you",0
Incredible I guess,0
"okay Actually, What size are you? I guess",0
"okay Well, Everything looks good",0
"Great coffee, but I'm more interested in getting your number than my caffeine fix",1
Sets left? However many it takes for you to notice me staring,1
That looks fantastic on you I guess,0
hey Maybe? Let's upgrade that to definitely and exchange numbers,1
You're talented... so let's make this happen,1
You smell amazing... it's dangerously distracting,1
"Actually, Coffee break?.",0
Where are you from? My dreams? Because that's where I've seen you you know,1
Great story! You always have the most interesting perspective,1
Want some? I guess,0
"hmm Having fun? Your smile is absolutely contagious, by the way tonight",1
"Hey, What size are you?",0
wow Who? Doesn't matter... you're the only one I'm interested in,1
"Well, How's your day?",0
Slow service... want to skip to my place for faster service?,1
"hey Need help? Sure, but I think you've already lifted my spirits",1
"alright Actually, What's your routine?",0
well Working late? Come home with me instead,1
Study? I want to study every inch of your body haha,1
"well Hey, Good music today noted",0
You have a lovely tan... you must spend time enjoying life outdoors you know,1
well Headache? I wish I could make it better... you deserve to feel amazing,1
okay That's ridiculous,0
well Nice meeting you... now let's make plans to meet again,1
"Hey, Good music today",0
"hmm Hey, Great workout!",0
"hmm Cold outside, but you warm my heart haha",1
"alright Honestly, Is this machine free?",0
so Fair enough,0
"So, What are you up to? maybe",0
Running late? noted,0
"so Um, Good morning maybe",0
"so Oh, Can't sleep I guess",0
hmm Your routine? I want to be part of it,1
"alright Honestly, This music is loud maybe",0
"hey Where? Lost, just like I am in your eyes",1
Nice moves on the dance floor... you're incredibly graceful,1
alright This moment,0
I feel weird,0
Maybe later,0
wow Great party... want to start our own?,1
"alright So, Need help with that weight? maybe",0
"hmm Well, Hey alright",0
"so Um, New here?",0
"So, How do you know the host?",0
"alright So, Want to share? alright",0
"Oh, What are you up to?.",0
Working late? Come home with me instead,1
wow New here? Great! I call dibs on being your favorite coworker haha,1
"Hey, How's it going? maybe",0
honestly Seriously?... cool story. Tell me more over dinner,1
hmm Good night noted,0
Have you tried this? I'd love to know what you recommend,1
honestly Can't remember? I'll give you something you'll never forget,1
"What brings you here? Fate, I'm hoping",1
alright Are you free sometime? I guess,0
Great song for making out to... just saying,1
hey Stay with me... there's something magical about you tonight,1
"well Dance with me? I should warn you, I have two left feet but incredible charm haha",1
honestly Quiet in here... good thing hearts beating fast don't make noise,1
"okay Um, What's your story? alright",0
"hmm Hey, Great party",0
This is delicious,0
alright Talk soon,0
So crowded! Good thing I don't mind getting closer to you,1
"so Actually, First time here?",0
okay Miss you... especially your body against mine,1
Great story! You could read the phone book and I'd be fascinated,1
"Well, That's sweet",0
Hi! Did you know you're impossible to get out of my head?,1
honestly That looks incredible on you... you have such great taste,1
honestly Hi! I've been wanting to message you all day,1
Next time? How about we continue this at my place?,1
Good morning gorgeous... wish I was saying this in person,1
I was daydreaming,0
"hey Slow service, but that means more time to get to know you",1
Perfect form... want to show me more over dinner?,1
wow Where? I'd rather focus on where we could go together,1
What's up? I guess,0
This is delicious... almost as sweet as your smile,1
honestly Beautiful day to meet someone gorgeous... mission accomplished tonight,1
okay Tired? From being so amazing all day?,1
hmm Want to step outside? Or skip straight to going home together?,1
"okay Hey, Everything looks good",0
"hmm Actually, Can I buy you a drink? maybe",0
"hmm You're confident... but first, are you single? Asking for me",1
"So, Great party noted",0
No problem alright,0
wow Too loud... let's go somewhere we can make our own noise you know,1
honestly Great location... I'm drawn to your warmth you know,1
"honestly First time here? Perfect, I'll be your tour guide... and hopefully more",1
Want another drink? maybe,0
wow Glad to help... are you always this captivating?,1
Imagine? I'm imagining you in my bed right now,1
"well Actually, Do you come here often? I guess",0
okay Absolutely,0
"hmm Hey, What are you drinking? maybe",0
wow What are you up to tonight? Because I have some ideas,1
"hmm Honestly, Long day?",0
I fantasize about,0
"wow Everything looks good, but you're definitely the most appetizing thing I've seen tonight",1
"well Actually, Beautiful day.",0
"Actually, Check please.",0
hmm Miss you... especially your body against mine,1
"Um, Great choice! alright",0
well Sweet? I can be much sweeter... and naughtier,1
Good? Everything's good when you're around tonight,1
"Actually, What's your story?",0
wow I want you... did it work? Am I charming yet?,1
well Thinking of you... and what I'd do if you were here tonight,1
"Honestly, Can you spot me? I guess",0
Great show... want to give me a private performance?,1
"Hey, This song is great I guess",0
honestly Love this! You always know how to make my day better,1
honestly A dream? Was I in it? I should have been,1
Incredible,0
"alright Actually, Is this machine free? alright",0
well Can't sleep... you're on my mind,1
"Hey, What's up?",0
"okay Oh, Want to share?",0
so I feel weak,0
hmm I suppose,0
"Actually, Good morning",0
"so Um, Great music tonight",0
hmm Will you give me a chance? maybe,0
hey Bye? This better not be goodbye forever,1
Music's loud... want to find somewhere we can actually hear each other? haha,1
"hey What size? Perfect size, that's what you are tonight",1
I trust noted,0
Have you tried this? I'd love to know what you recommend,1
wow Want to share? How about we share a bed later?,1
Want to step outside? Or skip straight to going home together?,1
Have you tried this? Because I'd like to try asking you out you know,1
"so So, Where are you from? noted",0
I yearn,0
"So, Can I get you anything? alright",0
"Honestly, What are you reading?",0
"alright So, Great music tonight I guess",0
"Oh, You're funny",0
Crowded in here... want to go somewhere we can actually talk? And flirt properly? haha,1
That's cool I guess,0
alright How was your day? alright,0
Where are you from? My dreams? Because that's where I've seen you,1
okay How are you? You look absolutely radiant today,1
"okay Actually, How's it going? alright",0
hmm How was your day? Would've been better if I was in it,1
okay Great location... I know what I want,1
honestly Do you know anyone here? Because I'd love to know you you know,1
hey True... fascinating. Your number would be more fascinating,1
"Hey, Where are you from?",0
okay They make the best coffee here I guess,0
"Hey, Nice weather today",0
honestly Studying hard? I could teach you a few things... privately,1
How was your day? Hope it was filled with as much joy as you bring me,1
How? I'd be happy to show you... any excuse to spend time together tonight,1
Fate brought us together... you seem like someone truly special,1
"okay Studying hard? I'm studying you actually, very fascinating subject tonight",1
"alright So, Want to step outside?",0
okay Can you spot me?,0
"Actually, How many sets left?",0
Can I buy you a drink? And maybe breakfast tomorrow?,1
"Well, Good night",0
Ready to order? I'll have whatever you're having and your phone number haha,1
This seat's about to be taken... by me. Hope you don't mind the best view in the place,1
"okay Um, What are you up to?",0
Love this... love everything about you actually,1
so Not at all noted,0
"Oh, Coffee break? I guess",0
hmm Tonight,0
hmm What's going on?,0
"Honestly, You look busy",0
"Oh, This place is packed I guess",0
Would you like to dance? I promise I won't step on your toes... much,1
I'm curious,0
"Actually, Long line today maybe",0
"Oh, Long day?",0
No problem,0
wow How's your day? Want to make it unforgettable together?,1
"Oh, How do you know the host? I guess",0
"Oh, Nice moves",0
"well Actually, How do you know the host?.",0
Maybe? Let's upgrade that to definitely and exchange numbers you know,1
honestly Coffee break? How about a dinner date instead? haha,1
"well How's it going? Well, my heart's racing, so pretty good",1
"Everything's good, but the view just got better since you walked in",1
What are you reading?,0
wow Coffee break? More like a 'getting to know you better' break,1
hmm Last call... but I hope this isn't the last time I see you,1
"alright Oh, Love this post",0
I feel dizzy maybe,0
"Well, Want to share?",0
"well Honestly, Great presentation",0
"well Well, Great story",0
hmm How are you? alright,0
"hmm Having fun? Your smile is absolutely contagious, by the way",1
"Um, What's your story? maybe",0
Maybe later.,0
hmm I'm worried I guess,0
hmm Great presentation... present yourself at dinner with me tonight?,1
"Great workout! I was going to work out too, but watching you was way more interesting",1
okay Another drink at my place? We can skip the crowd,1
okay What's your story? I have a feeling it's fascinating,1
so What a coincidence,0
What's good here? maybe,0
Water's perfect for skinny dipping... just saying haha,1
Nice tan... I'd love to see more of it haha,1
Great party... want to start our own?,1
"First time here? Perfect, I'll be your tour guide... and hopefully more",1
honestly Saw your post and had to tell you how radiant you look,1
"Great choice! You clearly have excellent taste... in everything, I'm guessing",1
"so Oh, Do you know anyone here? alright",0
okay Running late? Time stops when I look at you anyway,1
"alright Actually, Saw your post",0
"well Um, Can you spot me? I guess",0
"So, Quiet in here",0
wow Froze? Just like I did when I first saw you,1
"What size? Perfect size, that's what you are",1
okay Where are you from?,0
honestly Having fun? Want to have more fun? I have some ideas... haha,1
okay I love your style,0
"alright Actually, Working late again?",0
"Oh, I love this song alright",0
Quiet in here... good thing hearts beating fast don't make noise tonight,1
"so Hey, Love this post",0
"well Right place, right time",0
"Everything's good, but the view just got better since you walked in",1
"Oh, Great presentation I guess",0
"Well, How was your day? alright",0
Nice to see you! My eyes are definitely grateful tonight,1
"Oh, What size are you? maybe",0
Nice meeting you! Fair warning: you're going to be stuck in my head all day you know,1
"Honestly, Busy gym today alright",0
"That book looks interesting, but I'd rather read you... over dinner perhaps?",1
"Actually, This is delicious",0
I love this song... it's perfect for slow dancing with someone special haha,1
"So, Nice tan maybe",0
"Love this song! It's our song now, just so you know haha",1
well What are you drinking?,0
You're welcome! Fair warning: the compliments are just getting started,1
honestly Forget maybe - give me your number and make it a certainty you know,1
"Um, How are you?",0
wow How was your day? Hope it was filled with as much joy as you bring me you know,1
"hmm Honestly, Save room for dessert?",0
Wish granted,0
well Hey! Fair warning: this message comes with charm and good intentions,1
"Honestly, Great workout!",0
"alright Oh, Quiet in here I guess",0
"Well, This song is great maybe",0
"Actually, They make the best coffee here noted",0
That's unbelievable noted,0
"Well, What's new?",0
"Well, It was nice meeting you",0
Your routine? I want to be part of it,1
honestly Love it? I love how your face lights up when you're happy,1
"So, Great music tonight.",0
"That book looks interesting, but I'd rather read you... over dinner perhaps?",1
well That's sweet,0
"okay Actually, Busy gym today",0
Where? Who cares when the most interesting person is right here,1
"Oh, How's your day?",0
What are you drinking? It looks almost as interesting as you,1
What are you up to? Besides stealing all the attention in here,1
"Hey, Long line today",0
"What brings you here? My prayers being answered, apparently",1
"So, What are you up to? noted",0
"hmm Well, Beautiful day",0
"Actually, Good morning",0
I can't stop staring... you're genuinely captivating,1
"so Honestly, Hey",0
What's new? The fact that I can't stop staring at you,1
Is this machine free? Fair warning: I might spend more time admiring your form than working out,1
"Slow service, but that means more time to get to know you",1
"Cold outside, but you warm my heart",1
okay Hey gorgeous... been thinking about you haha,1
okay Great story! You always have the most interesting perspective,1
hmm Coffee break? More like a 'getting to know you better' break haha,1
"What brings you here? My prayers being answered, apparently",1
You're talented... fair warning: I'm about to be adorable tonight,1
I'm bored,0
"hey Excuse me, is your name Google? Because you're everything I've been searching for",1
Stay with me,0
"Hey, How was your day? maybe",0
"well Honestly, Studying hard?",0
okay This moment,0
This place is nice maybe,0
Which way?,0
"well Honestly, Do you come here often? alright",0
"Oh, Want another drink? maybe",0
Fantasize? Me too... want to make them real?,1
"alright Well, Great presentation noted",0
"Well, What are you up to? alright",0
"alright So, This is delicious.",0
hmm Too loud... let's go somewhere we can make our own noise haha,1
They make the best coffee here noted,0
"hmm So, Good music today noted",0
hey Damn... you're stunning in every photo,1
New here? Great! I call dibs on being your favorite coworker,1
Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
"Well, Dance with me?",0
"Honestly, Want to step outside?",0
"okay Um, You're too kind maybe",0
How's it going? Better now that I get to talk to you,1
"Honestly, That looks good on you",0
What's up? Besides my heart rate since I saw you you know,1
okay Trust me... you light up any room haha,1
hey New here? Great! I call dibs on being your favorite coworker,1
well I prefer,0
"Oh, How many sets left? I guess",0
"so Um, What brings you here? noted",0
"Actually, Having fun?.",0
"Honestly, Everything looks good.",0
okay You're welcome... though I was just stating the obvious,1
hmm Great location... I know what I want,1
"Honestly, Busy gym today I guess",0
Crowded in here... want to go somewhere we can actually talk? And flirt properly? tonight,1
Trust me... you light up any room tonight,1
"well So, Can you spot me?.",0
hmm Not as sweet as you... or that smile,1
"so Well, Good music today alright",0
"so Um, Nice weather today",0
wow Can't breathe? You take my breath away too tonight,1
Can I get you anything? Besides a reason to keep talking to you?,1
wow Good morning! Hope your day is as lovely as you are,1
Random question: do you know how amazing you are?,1
Is this machine free? Fair warning: I might spend more time admiring your form than working out,1
I feel dizzy maybe,0
Again and again.,0
Working late? Come home with me instead,1
"wow What size? Perfect size, that's what you are tonight",1
"Actually, Good music today",0
"well Actually, I love your style",0
"okay It's so crowded, but somehow you're the only person I noticed",1
You're my type,0
"Beautiful day! Perfect weather for falling in love, don't you think?",1
"Um, Hi",0
"Well, Love this post",0
okay Great music! Almost as good as the view from where I'm standing,1
"wow Share? Sure, you can share your number with me",1
What are you up to tonight? Because I have some ideas,1
"Having fun? Your smile is absolutely contagious, by the way",1
I choose,0
hmm What are you up to tonight? Because I have some ideas,1
"Honestly, Check please alright",0
"So, What are you reading?",0
"Nice crowd... smooth, right? I practiced that",1
"okay Oh, Where are you from?",0
Perfect water... perfect company... perfect moment,1
"Actually, You're too kind",0
"Well, Need help with that weight?",0
alright Last call.,0
well All the time... spoiler alert: I like you,1
alright Bye,0
"Well, What size are you?",0
"Hey, Are you single? noted",0
I know how to make you smile... want me to prove it?,1
"Honestly, Great choice!",0
"Well, What's good here?",0
"Well, The service is slow maybe",0
hmm Your routine? Step 1: Look amazing. Step 2: Drive everyone crazy. What's step 3?,1
"Um, What's up? noted",0
hmm My heart is racing,0
"Great coffee, but I'm more interested in getting your number than my caffeine fix you know",1
"Oh, Are you ready to order?",0
"okay Well, Is this machine free?",0
Of course,0
okay Can't sleep... you're on my mind,1
wow Fantasize? Me too... want to make them real?,1
"hmm So, Is this your stop? I guess",0
"Honestly, Great party maybe",0
You're funny... I love how your eyes light up when you laugh tonight,1
well What's new? My sudden inability to think straight around you,1
"so So, How do you know the host? I guess",0
well Is this seat taken? I promise I'm good company,1
Is this machine free?.,0
I know how to make you smile... want me to prove it? haha,1
"hey Well, the coffee's great, but you're definitely the sweetest thing here tonight",1
hey Hi! Did you know you're impossible to get out of my head?,1
Of course not... you're stealing all my good material,1
so I have to go,0
Always... you have this amazing energy tonight,1
"alright Hey, Cheers!",0
"wow What size? Perfect size, that's what you are",1
Great presentation maybe,0
hmm Stay with me,0
"okay Hey, How do you know the host? maybe",0
"so So, Last call",0
wow Froze? Just like I did when I first saw you tonight,1
well Later works for me... gives me more time to think about you,1
Great show... want to give me a private performance?,1
honestly Great! You know what else is great? Your smile,1
"Actually, What are you up to?",0
"Oh, Having fun? noted",0
alright Having fun? alright,0
"well Well, Haven't seen you in a while alright",0
hmm Perfect form... want to show me more over dinner?,1
So crowded! Good thing I don't mind getting closer to you tonight,1
"Honestly, You're funny noted",0
"alright Actually, New here? alright",0
You're right... your mind is fascinating tonight,1
"hmm Um, Thank you",0
okay Great story! You always have the most interesting perspective you know,1
That's crazy,0
hey Great show... though you're more entertaining than the band,1
"hmm It's crowded, but somehow you're the only person I noticed you know",1
"hmm Need help? Sure, but I think you've already lifted my spirits",1
So crowded! Good thing I don't mind getting closer to you,1
Where are you from? Heaven? Because you look angelic,1
"well So, Everything looks good",0
wow Random question: are you always this distractingly beautiful?,1
hmm Can't sleep... you're on my mind,1
honestly This is delicious... almost as sweet as your smile,1
"wow Dance with me? I should warn you, I have two left feet but incredible charm",1
well You have a lovely tan... you must spend time enjoying life outdoors,1
You have perfect form... and I'm not just talking about your workout,1
alright Can't sleep.,0
Not as sweet as you... or that smile,1
"Actually, Crowded in here",0
okay How's your day? Want to make it unforgettable together?,1
Who? Doesn't matter... you're the only one I'm interested in,1
Scary? The only thing scary is how fast I'm falling for you you know,1
"alright So, I should go",0
well Long day? You still manage to look amazing though tonight,1
Great choice! Now make another one and give me your number,1
Last call I guess,0
"so So, How's it going? I guess",0
How was your day? Hope it was filled with as much joy as you bring me,1
"hmm So, Are you single?",0
Looks delicious... fair warning: I'm about to be adorable,1
well Busy gym... let's go somewhere quieter after this,1
wow Want to share? How about we share a bed later?,1
What are you drinking? It looks almost as interesting as you tonight,1
okay Do you know them?,0
Nice form! Are you a trainer? Because you're definitely training my heart rate right now haha,1
Crashed? I'd crash at your place anytime,1
"okay Um, Great show noted",0
Can I get you anything? Besides a reason to keep talking to you?,1
"Um, Hey.",0
okay Can't forget? Good! I was hoping to be memorable,1
okay Forget the weather - you're the only forecast I'm interested in,1
What's excellent here?,0
"Hey, What's good here?.",0
alright Do you come here often?,0
I agree,0
"alright Actually, What's good here? I guess",0
Cheers! I guess,0
hmm This is delicious... almost as sweet as your smile,1
honestly Quiet in here... good thing hearts beating fast don't make noise,1
Dessert? Only if you're on the menu,1
I'm attracted to you... spoiler alert: I like you,1
hey Way too long... I've missed looking at you,1
well You smell good noted,0
wow Love it! I love everything about this conversation,1
Why not maybe,0
"Oh, Great story I guess",0
okay Nice moves... want to show me some more somewhere private?,1
"So, Long line today I guess",0
honestly Studying hard? I could teach you a few things... privately,1
"Slow service? Perfect, I was hoping to stare at you longer",1
Are you single? Because someone like you shouldn't be alone,1
well Can I see you again?,0
"so Oh, Good morning",0
Good morning sunshine! You're the first thing I thought of today,1
well Random question: what are you wearing right now?,1
"well So, Quiet in here",0
This music is loud.,0
Saw your post... had to stop scrolling and appreciate the view haha,1
"well Need help? Sure, but I think you've already lifted my spirits tonight",1
Perhaps,0
honestly Who cares about the host? I'm more interested in knowing you,1
"well So, Excuse me",0
How was your day?,0
Dessert? I'm thinking whipped cream and your place,1
hey Good night sexy... wish I was there to tuck you in you know,1
Water's perfect for skinny dipping... just saying,1
hey Do you believe in love at first sight?... plot twist: I'm actually shy haha,1
wow Dizzy? You're having the same effect on me,1
hey What are you up to? Besides stealing all the attention in here tonight,1
What's your story? Chapter 1 better include meeting me tonight,1
"so Honestly, They make the best coffee here",0
"Great party, but meeting you is definitely the highlight",1
You have perfect form... and I'm not just talking about your workout,1
"hmm Love this song! It's our song now, just so you know",1
"hmm Honestly, Saw your post.",0
Beautiful photo... you have such a natural grace tonight,1
"So, Running late? I guess",0
wow What are you up to tonight? Because I have some ideas,1
Your routine? Step 1: Look amazing. Step 2: Drive everyone crazy. What's step 3?,1
Do you come here often? Because I'm about to start coming here every day at this exact time you know,1
hey Too loud... let's go somewhere we can make our own noise,1
"Honestly, Hi",0
honestly Step outside? I promise I'm more interesting than the party,1
well Love it maybe,0
Definitely... I could listen to you talk for hours you know,1
Room for dessert?,0
hey Nice moves on the dance floor... you're incredibly graceful,1
"well Actually, This music is loud maybe",0
okay This seat's about to be taken... by me. Hope you don't mind the best view in the place,1
"Everything's good, but the view just got better since you walked in",1
Why? noted,0
"Actually, Can't sleep",0
alright I'm addicted,0
"Hey, Nice tan maybe",0
"hmm Um, Nice weather today",0
"alright Actually, Check please",0
hmm I surrender... spoiler alert: I like you,1
Bad connection,0
"So, Dance with me?",0
okay That's ugly,0
"well Honestly, Great workout!",0
"hey Great choice! Though between you and me, the second best choice today was me coming over to talk to you haha",1
"Honestly, First time here?",0
wow You look familiar... probably because I've been staring at you for the last ten minutes,1
"Oh, Great story",0
"okay Actually, What are you reading? noted",0
hey Doubt? Don't doubt how much I want to ravish you,1
honestly Good night! I'll be dreaming of that beautiful smile,1
I'm stressed,0
"so Actually, Do you come here often?",0
hmm You're perfect... I know what I want,1
"Honestly, This is delicious maybe",0
Want to share? How about we share a bed later?,1
"okay Can you spot me? I'm already falling for you, might as well make it literal tonight",1
well We'll see... I like the sound of 'we' tonight,1
okay You're my type,0
"so Hey, What are you drinking?",0
"Um, It was nice meeting you maybe",0
okay Cheers! To this being the start of something amazing,1
You have perfect form... and I'm not just talking about your workout,1
well I know how to make you feel things you've never felt before haha,1
I'm hungry,0
Why did they do that?,0
"Busy gym, but I only have eyes for one person",1
"well Well, Great music tonight",0
honestly Will you give me a chance?... you light up any room,1
hey Miss you! My day feels incomplete without your charm in it you know,1
That outfit looks incredible on you... you have such great style,1
Haven't seen you in ages... I forgot how stunning you are tonight,1
well Know many people here?... I'd love to get to know you better,1
"okay Well, Great choice!",0
"Actually, Are you single? maybe",0
"alright Hey, Haven't seen you in a while",0
hmm What are you up to tonight? Because I have some ideas haha,1
Have you tried dating me? I highly recommend it,1
"hey Scary? Don't worry, I'll protect you... you're safe with me",1
well Get you anything? How about my number to start? tonight,1
"so Honestly, I love this song alright",0
I long for,0
"so Um, Having fun?",0
You tell me - are you on the menu? haha,1
"Oh, Working late again?",0
alright Can I ask you something?,0
"Honestly, I should go I guess",0
hey Cheers! To this being the start of something amazing,1
"okay So, Beautiful day",0
"Hey, What's good here? alright",0
Good choice... you always seem to make the right decisions,1
"Well, the coffee's great, but you're definitely the sweetest thing here",1
I suppose noted,0
"So busy! Lucky for me, all roads led to meeting you",1
"hmm Hey, What's your story?.",0
honestly Interesting... but I'm more interested in exploring you,1
I hunger for deep connections with beautiful souls like yours you know,1
Nice moves... want to show me some more somewhere private?,1
wow Nice tan! Did you get that from being this hot? haha,1
well Great show... though you're more entertaining than the band,1
"hmm So, Running late?",0
Everything looks good here... especially the company,1
well Definitely... cool story. Tell me more over dinner,1
hmm You tell me - are you on the menu?,1
okay Forever.,0
"Actually, Nice outfit",0
"Actually, How's it going?",0
well This is good maybe,0
"so Honestly, This song is great",0
What's your story? I want to be in the next chapter,1
alright Again and again I guess,0
Do you believe in love at first sight?... plot twist: I'm actually shy,1
"Um, Is this seat taken?",0
"hmm Hey, Is this your stop? noted",0
well Nice form! Are you a trainer? Because you're definitely training my heart rate right now,1
hmm Does it fit? I guess,0
"okay So, The water's perfect",0
Ready to order? I'll take you to go you know,1
I like your smile,0
"alright Oh, Do you come here often? noted",0
"okay Hey, You're funny",0
"hmm Well, Can I get you anything? maybe",0
honestly Nice weather... and I mean that sincerely,1
"Busy today... but first, are you single? Asking for me",1
"Um, Great choice! maybe",0
Haven't seen you in ages... I forgot how stunning you are tonight,1
"hmm What's up? My hopes for this conversation, that's what",1
"What brings you here? My prayers being answered, apparently",1
Damn... you're stunning in every photo,1
"okay Actually, You look familiar noted",0
so What brings you here? noted,0
"Oh, What's your story?",0
"well Hey, Beautiful day alright",0
"alright Honestly, What's up?.",0
okay Busy gym today maybe,0
"Is this your stop? I hope not, I'm enjoying the company",1
Long day? You still manage to look amazing though,1
"honestly You're perfect... smooth, right? I practiced that",1
"well Well, Nice tan maybe",0
"Um, What's your routine? maybe",0
so Could be noted,0
"Um, I should go I guess",0
hey Where are you from? My dreams? Because that's where I've seen you,1
"Hey, Nice form I guess",0
"Your bad? Impossible, everything about you is good",1
well How was your day? Hope it was filled with as much joy as you bring me you know,1
"Actually, New here?",0
"Honestly, Running late?",0
